text_id,content_text,author_type,model_source,prompt_complexity_score,perplexity_score,burstiness_index,syntactic_variability,semantic_coherence_score,lexical_diversity_ratio,readability_grade_level,generation_confidence_score
TXT_0829,model pattern language detection model learning analysis network research content generation algorithm model analysis,AI,Claude,0.405,12.87,0.767,0.601,0.953,0.349,12.8,0.452
TXT_0830,system learning generation network language system data generation model,Human,Gemini,0.198,52.24,0.942,0.961,0.282,0.705,15.8,0.192
TXT_0831,system network analysis analysis content network analysis system content detection analysis generation,Human,Gemini,0.962,93.22,0.216,0.67,0.382,0.537,12.8,0.894
TXT_0832,pattern learning data network system algorithm pattern model system analysis system algorithm model,Human,Gemini,0.511,45.78,0.771,0.175,0.092,0.469,9.6,0.965
TXT_0833,analysis pattern research analysis data detection research data,Human,Claude,0.734,66.24,0.02,0.474,0.112,0.511,12.7,0.479
TXT_0834,model learning content learning generation generation algorithm network detection detection generation pattern,Human,Gemini,0.411,80.18,0.671,0.648,0.727,0.636,16.0,0.104
TXT_0835,analysis system data generation algorithm language data analysis network model detection learning,Human,Claude,0.355,80.55,0.469,0.028,0.944,0.66,12.8,0.785
TXT_0836,content research algorithm detection learning content model content,AI,Human,0.407,56.74,0.347,0.015,0.611,0.289,13.4,0.697
TXT_0837,network pattern research data learning research system analysis system analysis network,AI,Gemini,0.409,87.22,0.862,0.129,0.716,0.141,15.3,0.355
TXT_0838,pattern model pattern generation content generation research system generation algorithm detection pattern generation,AI,Human,0.544,45.22,0.854,0.252,0.762,0.157,6.3,0.887
TXT_0839,algorithm learning generation algorithm pattern research detection content,AI,GPT-4,0.543,89.98,0.022,0.43,0.263,0.639,12.8,0.976
TXT_0840,learning model model network generation content language data algorithm learning,Human,Gemini,0.497,31.62,0.61,0.487,0.045,0.873,14.4,0.558
TXT_0841,generation research data network language data detection detection analysis system learning system data,AI,GPT-4,0.135,35.22,0.368,0.138,0.002,0.409,15.5,0.566
TXT_0842,detection network network pattern model detection generation language model learning learning,Human,GPT-4,0.496,14.78,0.416,0.673,0.351,0.17,7.3,0.298
TXT_0843,research model research system detection generation data detection language algorithm model,AI,GPT-4,0.169,81.6,0.832,0.596,0.241,0.757,10.5,0.585
TXT_0844,algorithm pattern detection network model system model research generation data,AI,Human,0.126,47.53,0.31,0.294,0.062,0.832,12.5,0.44
TXT_0845,data detection language language data network system algorithm,AI,Claude,0.933,30.62,0.943,0.014,0.18,0.881,7.7,0.302
TXT_0846,detection system content network generation detection data research network language learning,Human,Human,0.605,30.86,0.18,0.078,0.124,0.607,11.6,0.067
TXT_0847,model system pattern network learning language algorithm content content data data,AI,Human,0.659,91.13,0.663,0.392,0.915,0.861,7.8,0.253
TXT_0848,network generation model analysis algorithm data analysis analysis detection model research research,Human,GPT-4,0.402,85.05,0.672,0.154,0.14,0.015,8.7,0.198
TXT_0849,data language learning language pattern model model system pattern analysis system language language,Human,Gemini,0.909,59.82,0.252,0.377,0.538,0.107,9.9,0.542
TXT_0850,analysis research data algorithm research detection model algorithm network algorithm algorithm research model,AI,Claude,0.638,65.45,0.325,0.628,0.593,0.093,10.8,0.602
TXT_0851,detection research research algorithm analysis model language language content detection language algorithm language system,Human,GPT-4,0.769,52.69,0.835,0.547,0.543,0.713,9.9,0.609
TXT_0852,network model detection research generation data learning pattern generation language detection model model language,Human,Claude,0.369,45.25,0.762,0.231,0.099,0.07,10.4,0.388
TXT_0853,research pattern network algorithm learning detection learning network analysis,AI,Human,0.96,92.39,0.329,0.344,0.319,0.496,8.3,0.421
TXT_0854,model algorithm system generation content network model system,AI,Claude,0.82,21.31,0.534,0.614,0.051,0.473,6.7,0.834
TXT_0855,algorithm language system system language network model research learning generation model language content system,AI,Claude,0.854,47.66,0.062,0.861,0.396,0.311,5.5,0.476
TXT_0856,language network data language generation generation learning data language detection algorithm data system,AI,Gemini,0.172,41.01,0.209,0.753,0.189,0.87,7.2,0.988
TXT_0857,system pattern system model generation data generation content data model content pattern generation content,AI,GPT-4,0.271,54.83,0.486,0.553,0.562,0.17,11.4,0.44
TXT_0858,language content data system system detection algorithm generation learning data data,AI,Claude,0.286,51.19,0.086,0.362,0.693,0.352,13.6,0.65
TXT_0859,language network detection analysis generation data research data network content model detection model language,Human,Claude,0.271,56.7,0.843,0.365,0.532,0.774,6.9,0.05
TXT_0860,research detection detection algorithm language pattern detection model content model pattern analysis generation,AI,Human,0.855,22.59,0.718,0.879,0.434,0.03,6.2,0.653
TXT_0861,language system algorithm network research language analysis research language,AI,Human,0.032,56.18,0.944,0.039,0.387,0.673,13.2,0.851
TXT_0862,algorithm pattern data detection analysis detection learning analysis algorithm network analysis algorithm content generation,Human,Claude,0.076,31.82,0.693,0.988,0.842,0.816,8.4,0.942
TXT_0863,content algorithm system data model system network research learning,AI,GPT-4,0.274,26.59,0.94,0.664,0.219,0.932,15.5,0.997
TXT_0864,content data language system algorithm model research detection algorithm,Human,Claude,0.2,15.84,0.555,0.681,0.734,0.876,12.9,0.282
TXT_0865,detection data analysis research algorithm research network detection language algorithm model language analysis analysis,AI,Claude,0.232,78.64,0.6,0.038,0.757,0.319,8.6,0.575
TXT_0866,learning research pattern content analysis language analysis pattern pattern network generation network network generation,AI,Gemini,0.798,48.47,0.977,0.606,0.419,0.586,8.2,0.451
TXT_0867,algorithm data content pattern analysis learning content algorithm generation content analysis content data,Human,GPT-4,0.563,66.4,0.642,0.485,0.297,0.077,10.8,0.564
TXT_0868,language generation content analysis analysis content detection research learning system,AI,Gemini,0.006,75.48,0.031,0.106,0.471,0.258,5.9,0.157
TXT_0869,generation system algorithm algorithm analysis algorithm research learning pattern language algorithm data,Human,GPT-4,0.429,71.14,0.724,0.278,0.093,0.094,6.3,0.856
TXT_0870,learning research detection system learning learning system research pattern detection algorithm analysis,AI,GPT-4,0.408,52.35,0.905,0.89,0.046,0.315,6.9,0.91
TXT_0871,pattern detection system language system detection system system generation,AI,GPT-4,0.114,44.91,0.796,0.55,0.112,0.875,13.5,0.45
TXT_0872,generation algorithm content content model pattern pattern system system learning content algorithm language,Human,Gemini,0.676,43.84,0.584,0.413,0.187,0.347,10.7,0.28
TXT_0873,model pattern pattern model language language detection algorithm,AI,Gemini,0.702,67.6,0.671,0.073,0.504,0.562,5.1,0.141
TXT_0874,analysis learning generation language network content system algorithm detection content pattern system network pattern,AI,Gemini,0.721,54.53,0.99,0.714,0.849,0.433,12.4,0.684
TXT_0875,network generation detection research network pattern language detection content data data system system research,Human,Human,0.728,86.42,0.091,0.703,0.236,0.459,9.7,0.312
TXT_0876,pattern system network system model research algorithm analysis learning detection,AI,Gemini,0.0,88.72,0.667,0.614,0.935,0.97,10.6,0.91
TXT_0877,analysis generation language detection algorithm system language generation,Human,Human,0.954,25.35,0.283,0.51,0.955,0.296,7.4,0.671
TXT_0878,analysis detection pattern model learning analysis data algorithm algorithm algorithm research research,AI,Human,0.814,22.26,0.64,0.434,0.959,0.627,11.1,0.646
TXT_0879,pattern content learning generation language language language system analysis content system generation,Human,Human,0.904,66.74,0.608,0.593,0.838,0.42,15.8,0.559
TXT_0880,content system model research generation language detection learning data model research,AI,Claude,0.016,37.11,0.153,0.233,0.364,0.061,5.8,0.046
TXT_0881,content network model algorithm content generation learning research detection generation algorithm content language,Human,Claude,0.934,11.67,0.207,0.941,0.073,0.489,8.1,0.932
TXT_0882,language research detection learning network system content generation detection pattern research research,Human,Claude,0.81,89.98,0.622,0.589,0.569,0.813,7.7,0.628
TXT_0883,learning data system network model model detection research algorithm analysis,AI,Human,0.837,30.42,0.128,0.311,0.559,0.099,7.7,0.994
TXT_0884,detection research language model model system generation analysis research system algorithm system research content,AI,Human,0.093,93.64,0.265,0.45,0.85,0.07,9.2,0.537
TXT_0885,data detection research learning model analysis language language analysis detection generation data,Human,GPT-4,0.739,74.57,0.835,0.806,0.996,0.154,14.0,0.71
TXT_0886,model pattern language detection detection detection analysis learning system generation detection,AI,Human,0.96,78.64,0.327,0.162,0.508,0.764,15.0,0.056
TXT_0887,research detection content model learning network analysis algorithm algorithm research language network algorithm,Human,Claude,0.679,28.13,0.488,0.293,0.345,0.724,7.2,0.632
TXT_0888,data model network data data research algorithm model learning detection,AI,Human,0.571,31.08,0.941,0.68,0.186,0.565,11.0,0.765
TXT_0889,analysis analysis language pattern generation system system analysis analysis learning network network learning algorithm,AI,Human,0.946,56.91,0.227,0.315,0.005,0.468,12.0,0.779
TXT_0890,content system generation analysis pattern system analysis system generation algorithm detection content language data,Human,GPT-4,0.443,25.49,0.39,0.793,0.509,0.888,10.7,0.77
TXT_0891,learning learning language content pattern system data generation network system algorithm analysis language model,Human,Human,0.599,37.49,0.606,0.13,0.556,0.767,9.8,0.226
TXT_0892,detection pattern pattern model system content detection model system learning detection pattern model pattern,AI,Gemini,0.476,38.93,0.755,0.763,0.825,0.812,7.1,0.975
TXT_0893,pattern network analysis network language language data system research algorithm pattern network model content,AI,GPT-4,0.933,24.37,0.902,0.068,0.505,0.813,10.4,0.995
TXT_0894,detection algorithm research pattern generation system content system data research detection pattern detection,AI,Human,0.076,28.47,0.915,0.013,0.916,0.643,9.4,0.076
TXT_0895,model data learning generation research analysis content network pattern language system content content analysis,AI,Human,0.501,80.97,0.777,0.898,0.628,0.458,13.8,0.936
TXT_0896,analysis data research model generation language detection analysis analysis pattern network learning analysis learning,AI,GPT-4,0.687,25.05,0.228,0.581,0.84,0.865,13.4,0.289
TXT_0897,model content detection analysis system pattern learning network generation network,Human,Human,0.792,12.56,0.025,0.352,0.148,0.926,6.5,0.689
TXT_0898,research pattern content model system research network learning,AI,Claude,0.583,66.64,0.384,0.233,0.855,0.024,6.0,0.338
TXT_0899,research learning network pattern research network system content generation system system,AI,Gemini,0.909,97.84,0.142,0.617,0.675,0.052,15.0,0.968
TXT_0900,analysis algorithm learning analysis network algorithm learning pattern language algorithm algorithm,Human,Gemini,0.942,39.81,0.71,0.509,0.17,0.959,10.9,0.102
TXT_0901,content data analysis model research language generation model research analysis,Human,Claude,0.064,20.68,0.661,0.992,0.19,0.277,14.4,0.498
TXT_0902,pattern analysis network generation pattern detection content algorithm data data,Human,Human,0.402,61.33,0.044,0.983,0.927,0.873,5.6,0.428
TXT_0903,analysis data language language language pattern detection analysis algorithm analysis network content system learning,AI,Human,0.023,91.57,0.837,0.635,0.032,0.389,10.8,0.326
TXT_0904,content content model generation generation detection language research learning algorithm,Human,Gemini,0.329,80.57,0.249,0.443,0.463,0.119,10.9,0.646
TXT_0905,detection system system detection generation content pattern network research analysis research,Human,Human,0.537,66.03,0.432,0.491,0.313,0.08,14.5,0.131
TXT_0906,research content algorithm content pattern generation algorithm data algorithm,Human,Gemini,0.911,38.36,0.668,0.682,0.665,0.157,6.1,0.717
TXT_0907,pattern research research data generation analysis language learning generation language research detection language,Human,Gemini,0.847,58.77,0.429,0.102,0.84,0.25,7.6,0.981
TXT_0908,model system system detection learning learning analysis pattern model,AI,Claude,0.127,18.21,0.441,0.328,0.36,0.489,9.5,0.805
TXT_0909,generation algorithm algorithm content system pattern content generation,AI,Gemini,0.093,71.11,0.066,0.075,0.427,0.701,14.5,0.86
TXT_0910,model research data detection research data algorithm detection pattern learning language,AI,Human,0.589,75.26,0.401,0.073,0.982,0.986,15.3,0.36
TXT_0911,research content model model system model model learning content,Human,Human,0.532,96.85,0.765,0.196,0.784,0.442,15.9,0.325
TXT_0912,algorithm learning model detection generation system research generation network,Human,GPT-4,0.266,33.44,0.915,0.485,0.897,0.518,15.6,0.517
TXT_0913,analysis model algorithm analysis data model network learning pattern system,Human,Human,0.899,11.66,0.413,0.785,0.439,0.522,5.1,0.046
TXT_0914,algorithm learning language research learning model analysis analysis algorithm learning network detection,Human,GPT-4,0.927,59.1,0.424,0.485,0.234,0.539,5.5,0.945
TXT_0915,system pattern algorithm pattern algorithm research generation model research analysis analysis,Human,Gemini,0.403,73.61,0.703,0.335,0.412,0.518,6.6,0.144
TXT_0916,data data detection pattern network analysis generation research system generation,Human,Human,0.89,81.14,0.943,0.082,0.716,0.009,8.8,0.903
TXT_0917,pattern detection data learning generation detection generation language generation generation generation,AI,Claude,0.384,27.44,0.267,0.55,0.109,0.002,14.1,0.084
TXT_0918,analysis algorithm pattern generation generation model analysis algorithm system system,AI,Claude,0.737,33.56,0.44,0.271,0.27,0.098,14.8,0.823
TXT_0919,detection content research model analysis analysis content learning network data learning,Human,Claude,0.476,56.13,0.796,0.615,0.047,0.102,7.1,0.152
TXT_0920,algorithm pattern learning content content research model language generation detection system,AI,Gemini,0.123,39.75,0.61,0.977,0.432,0.705,11.8,0.038
TXT_0921,research data system network analysis data network system,Human,Gemini,0.928,87.45,0.111,0.111,0.827,0.205,15.1,0.719
TXT_0922,research network pattern analysis generation research algorithm pattern pattern analysis,Human,GPT-4,0.454,52.64,0.628,0.212,0.025,0.895,10.1,0.28
TXT_0923,learning language model detection content generation algorithm algorithm learning,AI,Claude,0.734,81.96,0.187,0.473,0.675,0.929,6.1,0.714
TXT_0924,learning pattern content pattern model pattern detection algorithm model analysis generation data,Human,GPT-4,0.367,62.26,0.51,0.969,0.932,0.976,10.0,0.555
TXT_0925,language data content system pattern generation analysis generation,AI,GPT-4,0.019,79.58,0.529,0.772,0.237,0.939,9.1,0.109
TXT_0926,content language data content network content generation research content system system algorithm,Human,Human,0.101,39.94,0.876,0.898,0.694,0.272,11.4,0.932
TXT_0927,language content detection content research system model content language pattern analysis analysis data language,Human,Human,0.496,84.83,0.462,0.334,0.975,0.51,9.8,0.452
TXT_0928,network model content pattern generation learning learning network algorithm generation learning network language,AI,Claude,0.69,34.71,0.279,0.992,0.962,0.175,5.2,0.734
TXT_0929,research language data algorithm research generation network pattern model generation generation,Human,Gemini,0.335,59.15,0.231,0.103,0.235,0.806,15.9,0.501
TXT_0930,model analysis system network analysis learning language pattern learning generation system content model language,Human,Human,0.695,29.26,0.874,0.053,0.1,0.888,11.0,0.604
TXT_0931,analysis model system pattern generation research learning analysis pattern analysis network analysis language,Human,Gemini,0.699,52.8,0.171,0.856,0.148,0.851,10.2,0.303
TXT_0932,system pattern detection analysis analysis model pattern detection language generation data pattern detection analysis,AI,GPT-4,0.704,38.64,0.426,0.927,0.702,0.433,15.5,0.2
TXT_0933,content generation algorithm network pattern detection model network research analysis detection learning content model,Human,GPT-4,0.493,34.0,0.187,0.091,0.726,0.759,6.7,0.543
TXT_0934,analysis learning learning research generation content data content research system language generation,Human,GPT-4,0.915,97.03,0.773,0.113,0.674,0.098,7.1,0.44
TXT_0935,detection generation research research model model model generation language,Human,GPT-4,0.489,24.41,0.474,0.033,0.336,0.04,13.9,0.39
TXT_0936,network algorithm model pattern network language algorithm generation,AI,Claude,0.45,80.86,0.351,0.105,0.17,0.753,7.9,0.673
TXT_0937,network model data research detection detection network detection learning learning network model content,AI,GPT-4,0.199,98.57,0.361,0.209,0.581,0.425,13.8,0.691
TXT_0938,generation model generation content data generation system learning pattern,AI,Human,0.308,11.79,0.852,0.97,0.484,0.996,8.0,0.046
TXT_0939,research learning generation system analysis data pattern data analysis research pattern detection,AI,GPT-4,0.042,72.91,0.554,0.668,0.729,0.097,5.4,0.339
TXT_0940,content algorithm detection system generation algorithm research content data generation generation content learning,AI,Gemini,0.634,32.76,0.718,0.779,0.441,0.856,10.7,0.412
TXT_0941,pattern content model model content language pattern data content pattern network research model algorithm,Human,Human,0.249,13.64,0.897,0.776,0.339,0.48,7.2,0.097
TXT_0942,content model research research algorithm generation language network content analysis,AI,Gemini,0.304,46.26,0.902,0.535,0.293,0.827,13.3,0.236
TXT_0943,generation system learning data generation detection research language,AI,Gemini,0.771,94.17,0.329,0.797,0.211,0.817,12.1,0.052
TXT_0944,analysis data model detection pattern content data pattern model learning model analysis,Human,Claude,0.327,11.06,0.952,0.596,0.266,0.916,15.2,0.996
TXT_0945,generation algorithm generation generation model content pattern data algorithm language algorithm data data,AI,Claude,0.242,62.91,0.025,0.315,0.095,0.298,13.6,0.737
TXT_0946,research analysis learning analysis data content network language network detection learning,Human,Gemini,0.169,55.13,0.377,0.561,0.347,0.95,7.0,0.087
TXT_0947,network detection learning algorithm learning detection language algorithm research language,AI,Gemini,0.775,88.6,0.896,0.534,0.037,0.152,13.8,0.02
TXT_0948,network learning learning language learning detection pattern pattern content learning,Human,GPT-4,0.13,17.56,0.275,0.823,0.186,0.082,12.1,0.719
TXT_0949,content pattern generation research generation pattern system language generation data algorithm,Human,Human,0.454,71.34,0.273,0.982,0.747,0.432,12.4,0.439
TXT_0950,analysis pattern pattern generation language network model generation research pattern,AI,GPT-4,0.507,71.21,0.303,0.411,0.325,0.828,14.2,0.787
TXT_0951,content analysis pattern learning analysis analysis algorithm pattern detection,AI,Claude,0.687,70.22,0.612,0.763,0.668,0.473,11.3,0.923
TXT_0952,model analysis detection algorithm learning data pattern language learning detection network analysis detection analysis,Human,Claude,0.633,94.81,0.438,0.1,0.717,0.829,10.1,0.599
TXT_0953,research analysis detection language model language system analysis pattern system,Human,GPT-4,0.811,84.08,0.727,0.777,0.581,0.73,12.0,0.187
TXT_0954,learning generation research algorithm content research language detection pattern content learning research algorithm content,Human,Human,0.045,13.78,0.895,0.371,0.959,0.209,8.3,0.782
TXT_0955,model research learning analysis algorithm content content model content system,Human,Gemini,0.296,52.4,0.674,0.039,0.021,0.949,7.0,0.956
TXT_0956,system pattern content algorithm research pattern learning pattern analysis research data research,Human,GPT-4,0.28,45.82,0.204,0.363,0.739,0.061,11.8,0.58
TXT_0957,learning model content model data generation analysis system analysis detection content detection detection,Human,Claude,0.146,37.91,0.933,0.611,0.959,0.898,7.6,0.682
TXT_0958,network system data content algorithm pattern data network,Human,Human,0.289,50.62,0.264,0.119,0.862,0.304,5.9,0.337
TXT_0959,language learning network data content generation content system generation model system system detection network,AI,Claude,0.31,44.58,0.15,0.924,0.168,0.5,5.0,0.382
TXT_0960,pattern language detection data learning analysis research learning,Human,Human,0.522,48.91,0.09,0.078,0.327,0.422,11.7,0.735
TXT_0961,model data content pattern algorithm system pattern detection,AI,Human,0.664,98.13,0.563,0.93,0.172,0.172,9.0,0.928
TXT_0962,learning analysis algorithm learning data content generation learning learning content pattern,AI,Human,0.381,17.98,0.114,0.707,0.601,0.358,13.3,0.629
TXT_0963,detection language model language network learning content language network content detection,Human,GPT-4,0.719,93.0,0.139,0.33,0.712,0.193,9.1,0.79
TXT_0964,model content data learning analysis analysis analysis content,Human,GPT-4,0.336,53.22,0.3,0.391,0.317,0.204,10.3,0.172
TXT_0965,algorithm network network content data data system content research model,AI,GPT-4,0.29,66.14,0.282,0.741,0.54,0.187,9.5,0.212
TXT_0966,model analysis generation generation content generation language pattern,Human,Human,0.541,84.72,0.604,0.601,0.691,0.489,12.2,0.532
TXT_0967,system data algorithm model model detection generation data system analysis algorithm language system learning,Human,Human,0.024,42.44,0.817,0.672,0.421,0.798,8.9,0.177
TXT_0968,network generation pattern analysis learning analysis analysis generation analysis system system learning pattern,AI,Claude,0.08,48.74,0.761,0.389,0.854,0.569,15.6,0.635
TXT_0969,model language data algorithm pattern algorithm detection detection research generation content,AI,Gemini,0.418,46.86,0.262,0.488,0.772,0.893,15.3,0.292
TXT_0970,language content learning language analysis analysis language generation network pattern,AI,GPT-4,0.943,43.73,0.245,0.99,0.065,0.637,14.3,0.792
TXT_0971,research system analysis research algorithm language network language system,Human,Human,0.722,93.3,0.966,0.214,0.621,0.689,15.1,0.808
TXT_0972,research learning system generation content generation generation pattern system,Human,Claude,0.088,84.6,0.008,0.418,0.235,0.668,9.9,0.464
TXT_0973,network system data model detection network learning network algorithm language learning,AI,Claude,0.846,19.81,0.88,0.292,0.558,0.449,10.9,0.181
TXT_0974,content system generation pattern language system pattern pattern algorithm language research algorithm data generation,Human,Claude,0.732,19.73,0.2,0.765,0.957,0.689,13.2,0.647
TXT_0975,analysis research analysis content model detection model system model,AI,GPT-4,0.611,48.51,0.947,0.764,0.879,0.07,12.7,0.993
TXT_0976,algorithm research system system research generation detection content pattern,Human,GPT-4,0.82,18.88,0.342,0.292,0.405,0.86,14.8,0.623
TXT_0977,system content pattern generation data data analysis network,AI,Gemini,0.404,65.72,0.44,0.081,0.292,0.778,12.9,0.036
TXT_0978,learning model content data algorithm research pattern network analysis learning data analysis language network,Human,Claude,0.222,22.93,0.707,0.011,0.234,0.245,16.0,0.017
TXT_0979,model data detection research learning content network learning model research generation model language,AI,GPT-4,0.512,57.01,0.588,0.427,0.533,0.768,8.8,0.32
TXT_0980,system data content detection network algorithm detection research language generation algorithm pattern,Human,Claude,0.549,10.65,0.318,0.41,0.114,0.013,14.2,0.196
TXT_0981,detection language data data network detection generation data algorithm generation pattern language,Human,Human,0.538,38.49,0.554,0.988,0.549,0.217,12.7,0.813
TXT_0982,algorithm model language learning generation pattern analysis learning language pattern pattern detection pattern,AI,Claude,0.565,70.95,0.731,0.47,0.001,0.065,12.6,0.845
TXT_0983,generation content data model content content analysis research generation algorithm data,Human,Gemini,0.949,53.56,0.042,0.256,0.324,0.78,8.6,0.259
TXT_0984,content model research analysis pattern system data system learning content,Human,GPT-4,0.902,98.04,0.011,0.891,0.22,0.756,13.6,0.326
TXT_0985,data algorithm research model data algorithm generation system generation research analysis content,AI,Human,0.876,88.67,0.458,0.491,0.971,0.814,14.9,0.236
TXT_0986,network system system data learning generation system algorithm model content,Human,GPT-4,0.801,42.32,0.132,0.599,0.727,0.004,7.4,0.908
TXT_0987,pattern algorithm research research content learning detection detection network content analysis learning system detection,Human,Human,0.943,14.09,0.664,0.096,0.35,0.501,11.9,0.503
TXT_0988,content pattern detection language pattern generation research language algorithm pattern content generation learning analysis,Human,Claude,0.098,86.11,0.214,0.383,0.093,0.705,9.3,0.656
TXT_0989,algorithm model detection analysis pattern system language generation content detection language language content,AI,Claude,0.265,92.01,0.433,0.944,0.517,0.155,15.9,0.415
TXT_0990,research system generation content model algorithm system learning model algorithm,AI,Gemini,0.495,83.86,0.198,0.59,0.213,0.65,10.3,0.631
TXT_0991,network research detection system generation analysis algorithm learning pattern content,AI,Gemini,0.847,21.52,0.548,0.345,0.536,0.084,7.5,0.386
TXT_0992,detection model research detection generation detection analysis learning,AI,Human,0.505,99.81,0.116,0.626,0.835,0.181,9.2,0.34
TXT_0993,generation network pattern content detection detection research analysis research research pattern research algorithm research,AI,Gemini,0.748,33.27,0.023,0.91,0.616,0.476,12.2,0.634
TXT_0994,detection model learning generation network generation learning model system generation generation model,Human,Gemini,0.139,75.18,0.051,0.274,0.634,0.654,5.8,0.591
TXT_0995,network language pattern analysis analysis analysis research content,Human,Gemini,0.252,91.72,0.954,0.505,0.541,0.146,11.6,0.294
TXT_0996,pattern detection language analysis network content content analysis algorithm,AI,Gemini,0.732,31.21,0.142,0.959,0.927,0.185,15.2,0.149
TXT_0997,algorithm analysis language network algorithm research content analysis,Human,Claude,0.165,91.74,0.708,0.172,0.932,0.204,14.4,0.369
TXT_0998,analysis generation generation data analysis data language detection,Human,Gemini,0.351,37.85,0.068,0.72,0.513,0.239,5.7,0.415
TXT_0999,model model content algorithm analysis language learning pattern analysis analysis language language,Human,Claude,0.265,97.88,0.108,0.614,0.306,0.227,15.9,0.629
TXT_1000,model data detection content model learning analysis model network generation analysis,Human,Claude,0.35,35.31,0.509,0.68,0.46,0.395,12.7,0.915
